State,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
18 years and over,3740777,549963,5109413,2260229,29650921,4108721,2821801,731772,543863,15839274,7605922,1111207,1203199,9895846,5013181,2381535,2181534,3398154,3534892,1072117,4625232,5354723,7686241,4174065,2261526,4671087,798957,1413626,2176568,1059527,6925978,1585494,15520954,7653396,571956,8958523,2925758,3111524,10087031,842618,3748798,642282,5057015,19841122,2037353,504752,6458752,5458877,1467126,4458062,446389,2775652
